ticker,current_price,min_price_3y,max_price_3y,mean_annual,volatility_annual,sharpe_ratio,var_95_daily,max_drawdown,skewness,kurtosis,jb_p_value,is_normal
MU,928.6113891601562,63.923282623291016,1213.3734130859375,1.1072261022838323,0.6395573929986832,1.7312380630804656,-0.05613823432495013,-0.5762897330623244,0.30554108905791594,3.17625163774776,0.0,False
AMD,476.2799987792969,78.20999908447266,580.9099731445312,0.6829101468693486,0.5816324551869572,1.1741266168680997,-0.053084843017513705,-0.6300028513679348,0.8434400653877935,6.027493169498408,0.0,False
