Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-07-08 00:00:00-04:00,0.2033962607383728,0.20801920280555658,0.2033962607383728,0.2033962607383728,17004800,0.0,0.0
1986-07-09 00:00:00-04:00,0.2057073364466899,0.23806609819988747,0.2057073364466899,0.23575493693351746,11001600,0.0,0.0
1986-07-10 00:00:00-04:00,0.23575482005150025,0.24731125547691593,0.2195754295623129,0.24037715792655945,8822400,0.0,0.0
1986-07-11 00:00:00-04:00,0.24037730685957795,0.2565566897392273,0.2380661276731059,0.2565566897392273,5884800,0.0,0.0
1986-07-14 00:00:00-04:00,0.2565566618318371,0.2565566618318371,0.22882082174966853,0.23113200068473816,4313600,0.0,0.0
1986-07-15 00:00:00-04:00,0.23113209991788003,0.2334432798452205,0.2172644737004637,0.22882091999053955,3145600,0.0,0.0
1986-07-16 00:00:00-04:00,0.22882081915380664,0.23344317697150746,0.21957553923130035,0.21957553923130035,1475200,0.0,0.0
1986-07-17 00:00:00-04:00,0.21957566177786067,0.2218868419765953,0.21033037669550253,0.2149527370929718,2291200,0.0,0.0
1986-07-18 00:00:00-04:00,0.21495258160596517,0.21495258160596517,0.20801906365913742,0.2126414030790329,1238400,0.0,0.0
1986-07-21 00:00:00-04:00,0.2126415089051436,0.2126415089051436,0.2080191671848297,0.2080191671848297,646400,0.0,0.0
1986-07-22 00:00:00-04:00,0.20801903251493406,0.21957547007243056,0.20801903251493406,0.2172643095254898,681600,0.0,0.0
1986-07-23 00:00:00-04:00,0.21957553051535683,0.22419788814957545,0.21957553051535683,0.22188670933246613,1216000,0.0,0.0
1986-07-24 00:00:00-04:00,0.22188673752217553,0.2265096776647714,0.2103302776813507,0.2103302776813507,252800,0.0,0.0
1986-07-25 00:00:00-04:00,0.21033025930879407,0.22188671814015076,0.21033025930879407,0.21957553923130035,694400,0.0,0.0
1986-07-28 00:00:00-04:00,0.21957566177786067,0.21957566177786067,0.21495273709297183,0.2149527370929718,825600,0.0,0.0
1986-07-29 00:00:00-04:00,0.21495261712649488,0.22188671814015076,0.21495261712649488,0.21957553923130035,262400,0.0,0.0
1986-07-30 00:00:00-04:00,0.21957547007243056,0.22419782643424496,0.2172643095254898,0.2172643095254898,380800,0.0,0.0
1986-07-31 00:00:00-04:00,0.21726434205387798,0.21726434205387798,0.2126414030790329,0.2126414030790329,169600,0.0,0.0
1986-08-01 00:00:00-04:00,0.2126415568942372,0.21495273709297183,0.2126415568942372,0.2149527370929718,278400,0.0,0.0
1986-08-04 00:00:00-04:00,0.2149525859097139,0.2149525859097139,0.18952851066436793,0.19415085017681122,1100800,0.0,0.0
1986-08-05 00:00:00-04:00,0.19415092579299753,0.20108502850027235,0.1872168230857227,0.18952858448028564,784000,0.0,0.0
1986-08-06 00:00:00-04:00,0.18952855866747031,0.19646207850921657,0.1825944392706106,0.18490561842918396,521600,0.0,0.0
1986-08-07 00:00:00-04:00,0.1849056036391369,0.1849056036391369,0.1687262222489323,0.18028326332569122,1068800,0.0,0.0
1986-08-08 00:00:00-04:00,0.1802832127204889,0.1802832127204889,0.1710379351336663,0.17797145247459412,483200,0.0,0.0
1986-08-11 00:00:00-04:00,0.17797149644660276,0.18490559742169155,0.17797149644660276,0.1825944185256958,316800,0.0,0.0
1986-08-12 00:00:00-04:00,0.1825944185256958,0.18721677631768732,0.1825944185256958,0.1825944185256958,460800,0.0,0.0
1986-08-13 00:00:00-04:00,0.18490565363521144,0.19183975671835013,0.18490565363521144,0.1872168332338333,342400,0.0,0.0
1986-08-14 00:00:00-04:00,0.18952851066436793,0.1987737892442161,0.18952851066436793,0.19415085017681122,131200,0.0,0.0
1986-08-15 00:00:00-04:00,0.19415098578723722,0.20108509063720703,0.19415098578723722,0.20108509063720703,592000,0.0,0.0
1986-08-18 00:00:00-04:00,0.2010851621145403,0.2010851621145403,0.19183987379074097,0.19183987379074097,284800,0.0,0.0
1986-08-19 00:00:00-04:00,0.19183967160360485,0.19415085017681122,0.18952851066436793,0.19415085017681122,329600,0.0,0.0
1986-08-20 00:00:00-04:00,0.19415092579299753,0.19415092579299753,0.18952858448028562,0.18952858448028564,86400,0.0,0.0
1986-08-21 00:00:00-04:00,0.18952855866747031,0.19183972019206977,0.1825944392706106,0.18490561842918396,204800,0.0,0.0
1986-08-22 00:00:00-04:00,0.18259437341148643,0.18259437341148643,0.17334909582466387,0.17797145247459412,1452800,0.0,0.0
1986-08-25 00:00:00-04:00,0.17797145247459412,0.1802832127204889,0.17566027414962898,0.17797145247459412,105600,0.0,0.0
1986-08-26 00:00:00-04:00,0.17797151666629818,0.18490561842918396,0.17797151666629818,0.18490561842918396,310400,0.0,0.0
1986-08-27 00:00:00-04:00,0.1849056036391369,0.1849056036391369,0.18028326332569125,0.18028326332569122,169600,0.0,0.0
1986-08-28 00:00:00-04:00,0.18028326332569125,0.18028326332569125,0.17797150243088916,0.18028326332569122,83200,0.0,0.0
1986-08-29 00:00:00-04:00,0.18028326332569125,0.1849056036391369,0.17797150243088916,0.18028326332569122,387200,0.0,0.0
1986-09-02 00:00:00-04:00,0.18028328296483218,0.18028328296483218,0.17103800177574158,0.17103800177574158,553600,0.0,0.0
1986-09-03 00:00:00-04:00,0.17103804664475944,0.17334920884255756,0.1641039252281189,0.1641039252281189,348800,0.0,0.0
1986-09-04 00:00:00-04:00,0.16410392079298297,0.17334920415755503,0.16410392079298297,0.16872628033161163,144000,0.0,0.0
1986-09-05 00:00:00-04:00,0.16872625991781356,0.17103802132872659,0.16410390093843338,0.16641508042812347,172800,0.0,0.0
1986-09-08 00:00:00-04:00,0.16641503923079545,0.16641503923079545,0.15716975927352905,0.15716975927352905,211200,0.0,0.0
1986-09-09 00:00:00-04:00,0.1571697652701361,0.16410386657442416,0.1571697652701361,0.15948094427585602,396800,0.0,0.0
