Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-06-02 00:00:00-03:00,3980.0,3980.0,3980.0,0.0,0,0.0,0.0
2026-05-08 00:00:00-03:00,,,,,0,220.44301,0.0
