timestamp_utc,nivel,tipo,id,sentido,texto
2026-08-26T02:56:19.425405+00:00,WARN,CREDITO,IG,WARN_COMPLACENCIA,Credito IG percentil 92% elevado
2026-08-26T02:56:19.425405+00:00,ALERTA,CREDITO,HY,ALERTA_COMPLACENCIA,Credito HY en percentil 100% (ALERTA_COMPLACENCIA)
2026-08-26T02:56:19.425405+00:00,INFO,EVENTO,NVDA_2026-08-26,catalizador,Earnings NVDA en 0d (2026-08-26) EPS est 2.09 | beat 8Q 8/8
2026-08-26T02:57:17.628398+00:00,WARN,CREDITO,IG,WARN_COMPLACENCIA,Credito IG percentil 92% elevado
